name,psgcCode
Bantilan,0405620009
Bantinan,0205012004
Banting,0906614003
Bantique,0601909009
Banto,1704004004
Bantocaling,0105527004
Bantog,0105506004
Bantog,0105537004
Bantog,0105539002
Bantog,0301421004
Bantog,0306901003
Bantog,0306916014
Bantog,0306917005
Bantog-Caricutan,0306907002
Bantoga Wato,1903603007
Bantogon,1206505001
Bantol,1130700177
Bantolinao,0405607012
Bantolinao,1804615004
Bantolinao,0701204002
Bantolinao,0804816009
Bantonan,0500502003
Bantuan,0701209005
Bantuanon,1001310004
Bantud,0603018006
Bantud,0603045007
Bantud,0631000015
Bantud Fabrica,0603018007
Bantug,0105544005
Bantug,0203102005
Bantug,0203124002
Bantug,0203126013
Bantug,0203137009
Bantug,0304902003
Bantug,0304905002
Bantug,0304906003
Bantug,0304907003
Bantug,0304911009
Bantug,0304917003
Bantug,0304930009
Bantug Bulalo,0304903010
Bantug Hacienda,0304930010
Bantug Hamog,0304930011
Bantug Norte,0304903011
Bantug-Petines,0203101007
Bantugan,0105530006
Bantugan,0501729004
Bantugo,0102913003
Bantulan,1705320003
Banuanbayo,0307102005
Banuang Daan,1705309001
Banuang Gurang,0506207005
Banuangan,0907225002
Banuangdaan,0506212003
Banuar,0105548022
Banuar,0205702001
Banubo,1908710003
Banucagon,1204711006
Banucal,0102911001
Banugan,0603017008
Banugao,0405620010
Banus,1705206005
Banutan,1705206006
Banuton,1705208069
Banuyao,0603030012
Banuyao,0631000016
Banuyo,1704003009
Banuyo,0506213004
Banuyo,0802604006
Banuyo,0802616002
Banwaque,1804611003
Banyaga,0401001023
Banza,1630400017
Banzal,0105538004
Bao,1204701001
Bao-angan,1404407001
Bao-as,0102925006
Bao-yan,1400102002
Baoa East,0102805005
Baoa West,0102805006
Baobaoan,1630400018
Baod,0702209003
Baogo,0701224008
Baon,1102510001
Bapor,0504111006
Baquero Norte,0306909006
Baquero Sur,0306909007
Baquioen,0105542001
Bara,0504112003
Bara-as,1903635004
Bara-ason,1003507002
Baraca-Camachile,0307114004
Baracaoit,0201513007
Baracatan,1130700013
Baracbac,0102909002
Baracbac,0102930004
Baracbac,0102933003
Baracbac,0105527005
Baracbac,0105544006
Baracbac,0205012005
Baracbac Este,0103305003
Baracbac Oeste,0103305004
Baraclayan,0603030013
Barag,0504113004
Barahan,1705111002
Baraka,0301413004
Barakanas,1003522001
Barake,1705301004
Baran,0201507002
Baranayan,1206509004
Barancuag,0201528006
Barandal,0403405004
Barandia,1003518001
Barandias,1001316004
Barang,0105524015
Barang,0306910006
Barangay 1,1380100001
Barangay 1,1380601001
Barangay 1,1381100001
Barangay 1,0102903030
Barangay 1,0307702001
Barangay 1,0401003003
Barangay 1,0401005055
Barangay 1,0401007006
Barangay 1,0401008016
Barangay 1,0401009015
Barangay 1,0401011016
Barangay 1,0401013016
Barangay 1,0401019049
Barangay 1,0402104012
Barangay 1,0402105001
Barangay 1,0402110023
Barangay 1,0402112006
Barangay 1,0403405038
Barangay 1,0405602010
Barangay 1,0405610003
Barangay 1,0405616003
Barangay 1,0405623029
Barangay 1,0405628006
Barangay 1,0405645046
Barangay 1,0431200002
Barangay 1,1705110005
Barangay 1,1705318015
Barangay 1,0500501032
Barangay 1,0500502046
Barangay 1,0600613003
Barangay 1,0603045008
Barangay 1,1804514016
Barangay 1,1804515021
Barangay 1,1804519002
Barangay 1,1804527001
Barangay 1,1830200004
Barangay 1,0802606022
Barangay 1,0802608001
Barangay 1,0802610008
Barangay 1,0802611015
Barangay 1,0802613017
Barangay 1,0802614008
Barangay 1,0802619006
Barangay 1,0804806045
Barangay 1,0806004028
Barangay 1,0806014010
Barangay 1,1001312038
Barangay 1,1001320019
Barangay 1,1004302020
Barangay 1,1004308033
Barangay 1,1030500073
Barangay 1,1600209010
Barangay 1,1600308015
Barangay 1,1606707002
Barangay 1 Castillo,0405630019
Barangay 1 Pob.,1804504003
Barangay 1 Poblacion,0402123002
Barangay 1 Poblacion,0603021033
Barangay 1 Poblacion,0802605018
Barangay 1 Poblacion,0802616008
Barangay 1-A,1130700134
Barangay 10,1380100010
Barangay 10,1380601010
Barangay 10,1381100010
Barangay 10,0401003004
Barangay 10,0401005056
Barangay 10,0401019004
Barangay 10,0402105002
Barangay 10,0405610046
Barangay 10,0405623013
Barangay 10,0431200003
Barangay 10,0500501033
Barangay 10,1830200005
Barangay 10,0802606023
Barangay 10,0802613026
Barangay 10,0802619016
Barangay 10,1001312053
Barangay 10,1004308034
Barangay 10,1030500006
Barangay 10,1606707014
Barangay 10 Poblacion,0802605019
Barangay 10-A,0402105063
Barangay 10-A,1130700143
Barangay 10-B,0402105064
Barangay 100,1380100100
Barangay 100,1380601100
Barangay 100,1381100100
Barangay 100,0831600018
Barangay 101,1380100101
Barangay 101,1380601101
Barangay 101,1381100101
Barangay 101,0831600019
Barangay 102,1380100102
Barangay 102,1380601102
Barangay 102,1381100102
Barangay 102,0831600020
Barangay 103,1380100103
Barangay 103,1380601103
Barangay 103,1381100103
Barangay 103,0831600021
Barangay 103-A,0831600022
Barangay 104,1380100104
Barangay 104,1380601104
Barangay 104,1381100104
Barangay 104,0831600023
Barangay 105,1380100105
Barangay 105,1380601105
Barangay 105,1381100105
Barangay 105,0831600024
Barangay 106,1380100106
Barangay 106,1380601106
Barangay 106,1381100106
Barangay 106,0831600025
Barangay 107,1380100107
Barangay 107,1380601107
Barangay 107,1381100107
Barangay 107,0831600026
Barangay 108,1380100108
Barangay 108,1380601108
Barangay 108,1381100108
Barangay 108,0831600027
Barangay 109,1380100109
Barangay 109,1380601109
Barangay 109,1381100109
Barangay 109,0831600134
Barangay 109-A,0831600135
Barangay 11,1380100011
Barangay 11,1380601011
Barangay 11,1381100011
Barangay 11,0401003005
Barangay 11,0401005057
Barangay 11,0401019005
Barangay 11,0402105004
Barangay 11,0431200004
Barangay 11,0500501034
Barangay 11,1830200006
Barangay 11,0802606024
Barangay 11,0802613027
Barangay 11,0802619017
Barangay 11,1001312054
Barangay 11,1004308035
Barangay 11,1030500007
Barangay 11,1606707015
Barangay 11-B,1130700144
Barangay 110,1380100110
Barangay 110,1380601110
Barangay 110,1381100110
Barangay 110,0831600136
Barangay 111,1380100111
Barangay 111,1380601111
Barangay 111,1381100111
Barangay 112,1380100112
Barangay 112,1380601112
Barangay 112,1381100112
Barangay 113,1380100113
Barangay 113,1381100113
Barangay 114,1380100114
Barangay 114,1381100114
Barangay 115,1380100115
Barangay 115,1381100115
Barangay 116,1380100116
Barangay 116,1380601116
Barangay 116,1381100116
Barangay 117,1380100117
Barangay 117,1380601117
Barangay 117,1381100117
Barangay 118,1380100118
Barangay 118,1380601118
Barangay 118,1381100118
Barangay 119,1380100119
Barangay 119,1380601119
Barangay 119,1381100119
Barangay 12,1380100012
Barangay 12,1380601012
Barangay 12,1381100012
Barangay 12,0401003006
Barangay 12,0401005058
Barangay 12,0401014077
Barangay 12,0401019006
Barangay 12,0402105005
Barangay 12,0500501035
Barangay 12,1830200007
Barangay 12,0802606025
Barangay 12,0802613028
Barangay 12,0802619018
Barangay 12,0831600032
Barangay 12,1004308036
Barangay 12,1030500008
Barangay 12,1606707016
Barangay 12-B,1130700145
Barangay 120,1380100120
Barangay 120,1380601120
Barangay 120,1381100120
Barangay 121,1380100121
Barangay 121,1380601121
Barangay 121,1381100121
Barangay 122,1380100122
Barangay 122,1380601122
Barangay 122,1381100122
Barangay 123,1380100123
Barangay 123,1380601123
Barangay 123,1381100123
Barangay 124,1380100124
Barangay 124,1380601124
Barangay 124,1381100124
Barangay 125,1380100125
Barangay 125,1380601125
Barangay 125,1381100125
Barangay 126,1380100126
Barangay 126,1380601126
Barangay 126,1381100126
Barangay 127,1380100127
Barangay 127,1380601127
Barangay 127,1381100127
Barangay 128,1380100128
Barangay 128,1380601128
Barangay 128,1381100128
Barangay 129,1380100129
Barangay 129,1380601129
Barangay 129,1381100129
Barangay 13,1380100013
Barangay 13,1380601013
Barangay 13,1381100013
Barangay 13,0401005059
Barangay 13,0401033008
Barangay 13,0402105006
Barangay 13,0500501036
Barangay 13,1830200008
Barangay 13,0802606026
Barangay 13,0802619007
Barangay 13,0831600034
Barangay 13,1004308037
Barangay 13,1030500009
Barangay 13,1606707003
Barangay 13-B,1130700146
Barangay 130,1380100130
Barangay 130,1380601130
Barangay 130,1381100130
Barangay 131,1380100131
Barangay 131,1380601131
Barangay 131,1381100131
Barangay 132,1380100132
Barangay 132,1380601132
Barangay 132,1381100132
Barangay 133,1380100133
Barangay 133,1380601133
Barangay 133,1381100133
Barangay 134,1380100134
Barangay 134,1380601134
Barangay 134,1381100134
Barangay 135,1380100135
Barangay 135,1380601135
Barangay 135,1381100135
Barangay 136,1380100136
Barangay 136,1380601136
Barangay 136,1381100136
Barangay 137,1380100137
Barangay 137,1380601137
Barangay 137,1381100137
Barangay 138,1380100138
Barangay 138,1380601138
Barangay 138,1381100138
Barangay 139,1380100139
Barangay 139,1380601139
Barangay 139,1381100139
Barangay 14,1380100014
Barangay 14,1380601014
Barangay 14,1381100014
Barangay 14,0401005060
Barangay 14,0401033009
Barangay 14,0402105007
Barangay 14,0500501037
Barangay 14,1830200009
Barangay 14,0802606027
Barangay 14,0831600035
Barangay 14,1004308038
Barangay 14,1030500010
Barangay 14-B,1130700147
Barangay 140,1380100140
Barangay 140,1380601140
Barangay 140,1381100140
Barangay 141,1380100141
Barangay 141,1380601141
Barangay 141,1381100141
Barangay 142,1380100142
Barangay 142,1380601142
Barangay 142,1381100142
Barangay 143,1380100143
Barangay 143,1380601143
Barangay 143,1381100143
Barangay 144,1380100144
Barangay 144,1380601144
Barangay 144,1381100144
Barangay 145,1380100145
Barangay 145,1380601145
Barangay 145,1381100145
Barangay 146,1380100146
Barangay 146,1380601146
Barangay 146,1381100146
Barangay 147,1380100147
Barangay 147,1380601147
Barangay 147,1381100147
Barangay 148,1380100148
Barangay 148,1380601148
Barangay 148,1381100148
Barangay 149,1380100149
Barangay 149,1380601149
Barangay 149,1381100149
Barangay 15,1380100015
Barangay 15,1380601015
Barangay 15,1381100015
Barangay 15,0401005061
Barangay 15,0401033010
Barangay 15,0402105008
Barangay 15,1830200010
Barangay 15,0802606028
Barangay 15,0831600036
Barangay 15,1004308039
Barangay 15,1030500011
Barangay 15-B,1130700148
Barangay 150,1380100150
Barangay 150,1380601150
Barangay 150,1381100150
Barangay 151,1380100151
Barangay 151,1380601151
Barangay 151,1381100151
Barangay 152,1380100152
Barangay 152,1380601152
Barangay 152,1381100152
Barangay 153,1380100153
Barangay 153,1380601153
Barangay 153,1381100153
Barangay 154,1380100154
Barangay 154,1380601154
Barangay 154,1381100154
Barangay 155,1380100155
Barangay 155,1380601155
Barangay 155,1381100155
Barangay 156,1380100156
Barangay 156,1380601156
Barangay 156,1381100156
Barangay 157,1380100157
Barangay 157,1380601157
Barangay 157,1381100157
Barangay 158,1380100158
Barangay 158,1380601158
Barangay 158,1381100158
Barangay 159,1380100159
Barangay 159,1380601159
Barangay 159,1381100159
Barangay 16,1380100016
Barangay 16,1380601016
Barangay 16,1381100016
Barangay 16,0401005062
Barangay 16,0402105009
Barangay 16,1830200011
Barangay 16,0831600037
Barangay 16,1004308040
Barangay 16,1030500012
Barangay 16-B,1130700149
Barangay 160,1380100160
Barangay 160,1380601160
Barangay 160,1381100160
Barangay 161,1380100161
Barangay 161,1380601161
Barangay 161,1381100161
Barangay 162,1380100162
Barangay 162,1380601162
Barangay 162,1381100162
Barangay 163,1380100163
Barangay 163,1380601163
Barangay 163,1381100163
Barangay 164,1380100164
Barangay 164,1380601164
Barangay 164,1381100164
Barangay 165,1380100165
Barangay 165,1380601165
Barangay 165,1381100165
Barangay 166,1380100166
Barangay 166,1380601166
Barangay 166,1381100166
Barangay 167,1380100167
Barangay 167,1380601167
Barangay 167,1381100167
Barangay 168,1380100168
Barangay 168,1380601168
Barangay 168,1381100168
Barangay 169,1380100169
Barangay 169,1380601169
Barangay 169,1381100169
Barangay 17,1380100017
Barangay 17,1380601017
Barangay 17,1381100017
Barangay 17,0401005063
Barangay 17,0402105010
Barangay 17,1830200012
Barangay 17,0831600038
Barangay 17,1004308041
Barangay 17,1030500013
Barangay 17-B,1130700150
Barangay 170,1380100170
Barangay 170,1380601170
Barangay 170,1381100170
Barangay 171,1380100171
Barangay 171,1380601171
Barangay 171,1381100171
Barangay 172,1380100172
Barangay 172,1380601172
Barangay 172,1381100172
Barangay 173,1380100173
Barangay 173,1380601173
Barangay 173,1381100173
Barangay 174,1380100174
Barangay 174,1380601174
Barangay 174,1381100174
Barangay 175,1380100175
Barangay 175,1380601175
Barangay 175,1381100175
Barangay 176,1380601176
Barangay 176,1381100176
Barangay 176-A,1380100189
Barangay 176-B,1380100190
Barangay 176-C,1380100191
Barangay 176-D,1380100192
Barangay 176-E,1380100193
Barangay 176-F,1380100194
Barangay 177,1380100177
Barangay 177,1380601177
Barangay 177,1381100177
Barangay 178,1380100178
Barangay 178,1380601178
Barangay 178,1381100178
Barangay 179,1380100179
Barangay 179,1380601179
Barangay 179,1381100179
Barangay 18,1380100018
Barangay 18,1380601018
Barangay 18,1381100018
Barangay 18,0401005064
Barangay 18,0402105011
Barangay 18,1830200013
Barangay 18,0831600039
Barangay 18,1004308073
Barangay 18,1030500014
Barangay 18-A,1004308042
Barangay 18-B,1130700151
Barangay 180,1380100180
Barangay 180,1380601180
Barangay 180,1381100180
Barangay 181,1380100181
Barangay 181,1380601181
Barangay 181,1381100181
Barangay 182,1380100182
Barangay 182,1380601182
Barangay 182,1381100182
Barangay 183,1380100183
Barangay 183,1380601183
Barangay 183,1381100183
Barangay 184,1380100184
Barangay 184,1380601184
Barangay 184,1381100184
Barangay 185,1380100185
Barangay 185,1380601185
Barangay 185,1381100185
Barangay 186,1380100186
Barangay 186,1380601186
Barangay 186,1381100186
Barangay 187,1380100187
Barangay 187,1380601187
Barangay 187,1381100187
Barangay 188,1380100188
Barangay 188,1380601188
Barangay 188,1381100188
Barangay 189,1380601189
Barangay 189,1381100189
Barangay 19,1380100019
Barangay 19,1380601019
Barangay 19,1381100019
Barangay 19,0401005065
Barangay 19,0402105012
Barangay 19,1830200014
Barangay 19,0831600040
Barangay 19,1004308043
Barangay 19,1030500015
Barangay 19-B,1130700152
Barangay 190,1380601190
Barangay 190,1381100190
Barangay 191,1380601191
Barangay 191,1381100191
Barangay 192,1380601192
Barangay 192,1381100192
Barangay 193,1380601193
Barangay 193,1381100193
Barangay 194,1380601194
Barangay 194,1381100194
Barangay 195,1380601195
Barangay 195,1381100195
Barangay 196,1380601196
Barangay 196,1381100196
Barangay 197,1380601197
Barangay 197,1381100197
Barangay 198,1380601198
Barangay 198,1381100198
Barangay 199,1380601199
Barangay 199,1381100199
Barangay 2,1380100002
Barangay 2,1380601002
Barangay 2,1381100002
Barangay 2,0102903031
Barangay 2,0307702002
Barangay 2,0401003007
Barangay 2,0401005066
Barangay 2,0401007007
Barangay 2,0401008017
Barangay 2,0401009016
Barangay 2,0401011017
Barangay 2,0401013017
Barangay 2,0401019007
Barangay 2,0402104013
Barangay 2,0402105003
Barangay 2,0402110024
Barangay 2,0402112007
Barangay 2,0403405039
Barangay 2,0405602011
Barangay 2,0405610004
Barangay 2,0405616004
Barangay 2,0405623005
Barangay 2,0405628008
Barangay 2,0405645033
Barangay 2,0431200005
Barangay 2,1705110006
Barangay 2,0500501038
Barangay 2,0500502047
Barangay 2,0600613004
Barangay 2,0603045009
Barangay 2,1804514017
Barangay 2,1804515023
Barangay 2,1804519003
Barangay 2,1804527002
Barangay 2,1830200015
Barangay 2,0802606029
Barangay 2,0802608002
Barangay 2,0802610009
Barangay 2,0802611016
Barangay 2,0802613018
Barangay 2,0802614009
Barangay 2,0802619008
Barangay 2,0804806046
Barangay 2,0806004029
Barangay 2,0806014011
Barangay 2,0831600006
Barangay 2,1001312045
Barangay 2,1001320020
Barangay 2,1004302021
Barangay 2,1004308044
Barangay 2,1030500016
Barangay 2,1600209011
Barangay 2,1600308016
Barangay 2,1606707017
Barangay 2 Daungan,0405630020
Barangay 2 Pob.,1804504004
Barangay 2 Poblacion,0402123003
Barangay 2 Poblacion,0603021034
Barangay 2 Poblacion,0802605020
Barangay 2 Poblacion,0802616009
Barangay 2-A,1130700135
Barangay 20,1380100020
Barangay 20,1380601020
Barangay 20,1381100020
Barangay 20,0401005067
Barangay 20,0402105013
Barangay 20,1830200016
Barangay 20,0831600041
Barangay 20,1004308045
Barangay 20,1030500075
Barangay 20-B,1130700153
Barangay 200,1380601200
Barangay 200,1381100200
Barangay 201,1380601201
Barangay 201,1381100201
Barangay 202,1380601202
Barangay 202-A,1380601203
Barangay 203,1380601204
Barangay 204,1380601205
Barangay 205,1380601206
Barangay 206,1380601207
Barangay 207,1380601208
Barangay 208,1380601209
Barangay 209,1380601210
Barangay 21,1380100021
Barangay 21,1381100021
Barangay 21,0401005068
Barangay 21,0402105014
Barangay 21,1830200017
Barangay 21,0831600042
Barangay 21,1004308046
Barangay 21,1030500017
Barangay 21-A,0831600043
Barangay 21-C,1130700154
Barangay 210,1380601211
Barangay 211,1380601212
Barangay 212,1380601213
Barangay 213,1380601214
Barangay 214,1380601215
Barangay 215,1380601216
Barangay 216,1380601217
Barangay 217,1380601218
Barangay 218,1380601219
Barangay 219,1380601220
Barangay 22,1380100022
Barangay 22,1381100022
Barangay 22,0401005069
Barangay 22,0402105015
Barangay 22,1830200018
Barangay 22,0831600044
Barangay 22,1004308074
Barangay 22,1030500018
Barangay 22-A,0402105065
Barangay 22-A,1004308047
Barangay 22-C,1130700155
Barangay 220,1380601221
Barangay 221,1380601222
Barangay 222,1380601223
Barangay 223,1380601224
Barangay 224,1380601225
Barangay 225,1380601226
Barangay 226,1380601227
Barangay 227,1380601228
Barangay 228,1380601229
Barangay 229,1380601230
Barangay 23,1380100023
Barangay 23,1381100023
Barangay 23,0401005070
Barangay 23,0402105016
Barangay 23,1830200019
Barangay 23,0831600045
Barangay 23,1004308048
Barangay 23,1030500019
Barangay 23-A,0831600154
Barangay 23-C,1130700156
Barangay 230,1380601231
Barangay 231,1380601232
Barangay 232,1380601233
Barangay 233,1380601234
Barangay 234,1380601235
Barangay 235,1380601236
Barangay 236,1380601237
Barangay 237,1380601238
Barangay 238,1380601239
Barangay 239,1380601240
Barangay 24,1380100024
Barangay 24,1381100024
Barangay 24,0401005071
Barangay 24,0402105017
Barangay 24,1830200020
Barangay 24,0831600046
Barangay 24,1004308049
Barangay 24,1030500020
Barangay 24-A,1004308075
Barangay 24-C,1130700157
Barangay 240,1380601241
Barangay 241,1380601242
Barangay 242,1380601243
Barangay 243,1380601244
Barangay 244,1380601245
Barangay 245,1380601246
Barangay 246,1380601247
Barangay 247,1380601248
Barangay 248,1380601249
Barangay 249,1380601250
Barangay 25,1380100025
Barangay 25,1380601025
Barangay 25,1381100025
Barangay 25,0402105018
Barangay 25,1830200021
Barangay 25,0831600047
Barangay 25,1004308050
Barangay 25,1030500076
Barangay 25-C,1130700158
Barangay 250,1380601251
Barangay 251,1380601252
Barangay 252,1380601253
Barangay 253,1380601254
Barangay 254,1380601255
Barangay 255,1380601256
Barangay 256,1380601257
Barangay 257,1380601258
Barangay 258,1380601259
Barangay 259,1380601260
Barangay 26,1380100026
Barangay 26,1380601026
Barangay 26,1381100026
Barangay 26,0402105019
Barangay 26,1830200022
Barangay 26,0831600048
Barangay 26,1004308051
Barangay 26,1030500021
Barangay 26-C,1130700159
Barangay 260,1380601261
Barangay 261,1380601262
Barangay 262,1380601263
Barangay 263,1380601264
Barangay 264,1380601265
Barangay 265,1380601266
Barangay 266,1380601267
Barangay 267,1380601268
Barangay 268,1380604001
Barangay 269,1380604002
Barangay 27,1380100027
Barangay 27,1381100027
Barangay 27,0402105020
Barangay 27,1830200023
Barangay 27,0831600049
Barangay 27,1030500022
Barangay 27-C,1130700160
Barangay 270,1380604003
Barangay 271,1380604004
Barangay 272,1380604005
Barangay 273,1380604006
Barangay 274,1380604007
Barangay 275,1380604008
Barangay 276,1380604009
Barangay 28,1380100028
Barangay 28,1380601028
Barangay 28,1381100028
Barangay 28,0402105021
Barangay 28,1830200024
Barangay 28,0831600050
Barangay 28,1030500023
Barangay 28-C,1130700161
Barangay 281,1380604014
Barangay 282,1380604015
Barangay 283,1380604016
Barangay 284,1380604017
Barangay 285,1380604018
Barangay 286,1380604019
Barangay 287,1380602001
Barangay 288,1380602002
Barangay 289,1380602003
Barangay 29,1380100029
Barangay 29,1380601029
Barangay 29,1381100029
Barangay 29,0402105022
Barangay 29,1830200025
Barangay 29,0831600051
Barangay 29,1030500077
Barangay 29-A,0402105066
Barangay 29-C,1130700162
Barangay 290,1380602004
Barangay 291,1380602005
Barangay 292,1380602006
Barangay 293,1380602007
Barangay 294,1380602008
Barangay 295,1380602009
Barangay 296,1380602010
Barangay 297,1380605001
Barangay 298,1380605002
Barangay 299,1380605003
Barangay 3,1380100003
Barangay 3,1380601003
Barangay 3,1381100003
Barangay 3,0102903032
Barangay 3,0307702003
Barangay 3,0401003008
Barangay 3,0401005072
Barangay 3,0401007008
Barangay 3,0401008018
Barangay 3,0401009017
Barangay 3,0401011018
Barangay 3,0401013018
Barangay 3,0401019008
Barangay 3,0402104014
Barangay 3,0402105023
Barangay 3,0402110025
Barangay 3,0402112008
Barangay 3,0403405040
Barangay 3,0405602012
Barangay 3,0405610005
Barangay 3,0405616005
Barangay 3,0405623006
Barangay 3,0405628009
Barangay 3,0405645034
Barangay 3,0431200006
Barangay 3,1705110007
Barangay 3,0500501039
Barangay 3,0500502048
Barangay 3,0600613005
Barangay 3,0603045010
Barangay 3,1804514018
Barangay 3,1804515024
Barangay 3,1804519004
Barangay 3,1804527003
Barangay 3,1830200026
Barangay 3,0802606030
Barangay 3,0802608003
Barangay 3,0802610010
Barangay 3,0802611017
Barangay 3,0802613019
Barangay 3,0802619009
Barangay 3,0804806047
Barangay 3,0806004030
Barangay 3,0806014012
Barangay 3,1001312046
Barangay 3,1001320021
Barangay 3,1004302022
Barangay 3,1004308055
Barangay 3,1030500024
Barangay 3,1600209012
Barangay 3,1600308017
Barangay 3,1606707018
Barangay 3 Del Carmen,0405630021
Barangay 3 Pob.,1804504005
Barangay 3 Poblacion,0402123004
Barangay 3 Poblacion,0603021035
Barangay 3 Poblacion,0802605021
Barangay 3 Poblacion,0802616010
Barangay 3-A,1130700136
Barangay 30,1380100030
Barangay 30,1380601030
Barangay 30,1381100030
Barangay 30,0402105024
Barangay 30,1830200027
Barangay 30,0831600052
Barangay 30,1030500025
Barangay 30-C,1130700163
Barangay 300,1380605004
Barangay 301,1380605005
Barangay 302,1380605006
Barangay 303,1380605007
Barangay 304,1380605008
Barangay 305,1380605009
Barangay 306,1380603015
Barangay 307,1380603016
Barangay 308,1380603017
Barangay 309,1380603018
Barangay 31,1380100031
Barangay 31,1380601031
Barangay 31,1381100031
Barangay 31,0402105025
Barangay 31,1830200028
Barangay 31,0831600053
Barangay 31,1030500078
Barangay 31-D,1130700164
Barangay 310,1380605012
Barangay 311,1380605013
Barangay 312,1380605014
Barangay 313,1380605015
Barangay 314,1380605016
Barangay 315,1380605017
Barangay 316,1380605018
Barangay 317,1380605019
Barangay 318,1380605020
Barangay 319,1380605021
Barangay 32,1380100032
Barangay 32,1380601032
Barangay 32,1381100032
Barangay 32,0402105026
Barangay 32,1830200029
Barangay 32,0831600054
Barangay 32,1030500026
Barangay 32-D,1130700165
Barangay 320,1380605022
Barangay 321,1380605023
Barangay 322,1380605024
Barangay 323,1380605025
Barangay 324,1380605026
Barangay 325,1380605027
Barangay 326,1380605028
Barangay 327,1380605029
Barangay 328,1380605030
Barangay 329,1380605031
Barangay 33,1380100033
Barangay 33,1380601033
Barangay 33,1381100033
Barangay 33,0402105027
Barangay 33,1830200030
Barangay 33,0831600055
Barangay 33,1030500027
Barangay 33-D,1130700166
Barangay 330,1380605032
Barangay 331,1380605033
Barangay 332,1380605034
Barangay 333,1380605035
Barangay 334,1380605036
Barangay 335,1380605037
Barangay 336,1380605038
Barangay 337,1380605039
Barangay 338,1380605040
Barangay 339,1380605041
Barangay 34,1380100034
Barangay 34,1380601034
Barangay 34,1381100034
Barangay 34,0402105028
Barangay 34,1830200031
Barangay 34,0831600056
Barangay 34,1030500028
Barangay 34-D,1130700167
Barangay 340,1380605042
Barangay 341,1380605043
Barangay 342,1380605044
Barangay 343,1380605045
Barangay 344,1380605046
Barangay 345,1380605047
Barangay 346,1380605048
Barangay 347,1380605049
Barangay 348,1380605050
Barangay 349,1380605051
Barangay 35,1380100035
Barangay 35,1380601035
Barangay 35,1381100035
Barangay 35,0402105029
Barangay 35,1830200032
Barangay 35,0831600057
Barangay 35,1030500079
Barangay 35-A,0831600058
Barangay 35-D,1130700168
Barangay 350,1380605052
Barangay 351,1380605053
Barangay 352,1380605054
Barangay 353,1380605055
Barangay 354,1380605056
Barangay 355,1380605057
Barangay 356,1380605058
Barangay 357,1380605059
Barangay 358,1380605060
Barangay 359,1380605061
Barangay 36,1380100036
Barangay 36,1380601036
Barangay 36,1381100036
Barangay 36,0402105030
Barangay 36,1830200033
Barangay 36,0831600059
Barangay 36,1030500080
Barangay 36-A,0402105067
Barangay 36-A,0831600138
Barangay 36-D,1130700169
Barangay 360,1380605062
Barangay 361,1380605063
Barangay 362,1380605064
Barangay 363,1380605065
Barangay 364,1380605066
Barangay 365,1380605067
Barangay 366,1380605069
Barangay 367,1380605070
Barangay 368,1380605071
Barangay 369,1380605072
Barangay 37,1380100037
Barangay 37,1380601037
Barangay 37,1381100037
Barangay 37,0402105031
Barangay 37,1830200034
Barangay 37,0831600060
Barangay 37,1030500081
Barangay 37-A,0402105068
Barangay 37-A,0831600061
Barangay 37-D,1130700170
Barangay 370,1380605073
Barangay 371,1380605074
Barangay 372,1380605075
Barangay 373,1380605076
Barangay 374,1380605077
Barangay 375,1380605078
Barangay 376,1380605079
Barangay 377,1380605080
Barangay 378,1380605081
Barangay 379,1380605082
Barangay 38,1380100038
Barangay 38,1380601038
Barangay 38,1381100038
Barangay 38,0402105032
Barangay 38,1830200035
Barangay 38,0831600062
Barangay 38,1030500029
Barangay 38-A,0402105069
Barangay 38-D,1130700171
Barangay 380,1380605083
Barangay 381,1380605084
Barangay 382,1380605085
Barangay 383,1380603003
Barangay 384,1380603004
Barangay 385,1380603005
Barangay 386,1380603006
Barangay 387,1380603007
Barangay 388,1380603008
Barangay 389,1380603009
Barangay 39,1380100039
Barangay 39,1380601039
Barangay 39,1381100039
Barangay 39,0402105033
Barangay 39,1830200036
Barangay 39,0831600063
Barangay 39,1030500030
Barangay 39-D,1130700172
Barangay 390,1380603010
Barangay 391,1380603011
Barangay 392,1380603012
Barangay 393,1380603013
Barangay 394,1380603014
Barangay 395,1380606001
Barangay 396,1380606002
Barangay 397,1380606003
Barangay 398,1380606004
Barangay 399,1380606005
Barangay 4,1380100004
Barangay 4,1380601004
Barangay 4,1381100004
Barangay 4,0102903033
Barangay 4,0307702004
Barangay 4,0401003009
Barangay 4,0401005073
Barangay 4,0401007009
Barangay 4,0401008019
Barangay 4,0401009018
Barangay 4,0401011019
Barangay 4,0401013019
Barangay 4,0401019009
Barangay 4,0402104015
Barangay 4,0402105034
Barangay 4,0402110026
Barangay 4,0402112009
Barangay 4,0403405041
Barangay 4,0405602013
Barangay 4,0405610006
Barangay 4,0405616006
Barangay 4,0405623007
Barangay 4,0405628010
Barangay 4,0405645035
Barangay 4,0431200007
Barangay 4,1705110008
Barangay 4,0500501040
Barangay 4,0500502049
Barangay 4,0600613006
Barangay 4,0603045011
Barangay 4,1804514019
Barangay 4,1804515025
Barangay 4,1804519005
Barangay 4,1804527004
Barangay 4,1830200037
Barangay 4,0802606031
Barangay 4,0802608004
Barangay 4,0802610011
